id,order,suborder,family,subfamily,genus,species,group,in.code,plant,pl.code,date,foundation,microh,plot,repl,in.length,in.mass,in.guild,fl.fam
434,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150719,h,w,10,6,na,na,pollinator,Caryophyllaceae
435,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150719,s,w,7,6,na,na,pollinator,Brassicaceae
436,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150719,s,a,7,6,na,na,pollinator,Brassicaceae
437,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150723,h,o,13,7,na,na,pollinator,Fabaceae
438,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,s,o,8,7,na,na,pollinator,Lamiaceae
439,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,s,o,7,7,na,na,pollinator,Lamiaceae
440,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,s,o,7,7,na,na,pollinator,Lamiaceae
441,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,s,o,7,7,na,na,pollinator,Lamiaceae
442,Diptera,Brachycera,Bombyliidae,spA,spA,spA,fly,bomspa,Hormathophylla spinosa,horspi,20150723,s,a,13,7,na,na,pollinator,Brassicaceae
443,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,cephalotes,bee,pancep,Leucanthemopsis pectinata,leupec,20150723,s,w,13,7,na,na,pollinator,Asteraceae
444,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,h,o,5,7,na,na,pollinator,Lamiaceae
445,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,s,o,8,7,na,na,pollinator,Lamiaceae
446,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150723,s,o,8,7,na,na,pollinator,Lamiaceae
447,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Crepis oporinoides,creopo,20150723,s,o,8,7,na,na,pollinator,Asteraceae
448,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150723,s,w,14,7,na,na,pollinator,Brassicaceae
449,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,s,o,6,8,na,na,pollinator,Lamiaceae
450,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,s,o,6,8,na,na,pollinator,Lamiaceae
451,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Sideritis glacialis,sidgla,20150724,s,o,6,8,na,na,pollinator,Lamiaceae
452,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150724,s,w,6,8,na,na,pollinator,Brassicaceae
453,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,h,o,5,8,na,na,pollinator,Lamiaceae
454,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,h,o,5,8,na,na,pollinator,Lamiaceae
455,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,h,o,5,8,na,na,pollinator,Lamiaceae
456,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Lotus corniculatus subsp glacialis,lotcor,20150724,s,o,14,8,na,na,pollinator,Fabaceae
457,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,s,o,8,8,na,na,pollinator,Lamiaceae
458,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,s,o,8,8,na,na,pollinator,Lamiaceae
459,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,s,w,7,8,na,na,pollinator,Lamiaceae
460,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150724,s,o,7,8,na,na,pollinator,Lamiaceae
461,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,bumblebee,bomves,Sideritis glacialis,sidgla,20150727,s,o,7,9,na,na,pollinator,Lamiaceae
462,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150727,s,o,7,9,na,na,pollinator,Lamiaceae
463,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150727,s,w,7,9,na,na,pollinator,Lamiaceae
464,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Anthyllis vulneraria subsp pseudoarundana,antvul,20150727,h,w,7,9,na,na,pollinator,Fabaceae
465,Hymenoptera,Aculeata,Megachilidae,sp,sp,sp,bee,megasp,Lotus corniculatus subsp glacialis,lotcor,20150727,h,w,13,9,na,na,pollinator,Fabaceae
466,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,cephalotes,bee,pancep,Leucanthemopsis pectinata,leupec,20150727,s,o,13,9,na,na,pollinator,Asteraceae
467,Hymenoptera,Aculeata,Megachilidae,sp,sp,sp,bee,megasp,Lotus corniculatus subsp glacialis,lotcor,20150727,s,o,14,9,na,na,pollinator,Fabaceae
468,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150727,s,o,6,9,na,na,pollinator,Lamiaceae
469,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150727,s,o,6,9,na,na,pollinator,Lamiaceae
470,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150727,h,w,1,9,na,na,pollinator,Caryophyllaceae
471,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Lotus corniculatus subsp glacialis,lotcor,20150727,s,o,14,9,na,na,pollinator,Fabaceae
472,Hymenoptera,Aculeata,Colletidae,Colletinae,Colletes,schmidi,bee,colsch,Hormathophylla spinosa,horspi,20150727,s,a,7,9,na,na,pollinator,Brassicaceae
